TransactionID,TransactionDT,TransactionAmt,card1,card4,card6,addr1,addr2,dist1,dist2,P_emaildomain,ProductCD,C1,C2,C3,C4,C5,DeviceType,DeviceInfo,isFraud
1038809,11665633,33.75372297442168,5225,discover,credit,594,53,83.6000812314339,87.05886366743657,outlook.com,S,4,2,0,0,0,desktop,Linux,0
1070534,7340733,172.96740325678914,3310,visa,credit,222,57,104.32002372296823,93.55806710945303,protonmail.com,S,4,1,4,0,3,tablet,Windows,0
1050346,14879242,42.85680421235759,2400,visa,credit,123,56,10.57456054823319,20.143751878154887,outlook.com,C,0,1,4,3,4,tablet,Windows,0
1034945,1249718,71.92659955002071,2663,visa,credit,173,98,40.47612535656179,24.865386140795664,outlook.com,W,2,2,4,2,0,mobile,iOS,0
1030603,8972695,170.10468676397502,2300,mastercard,credit,404,23,27.819501353550493,8.823844636270131,outlook.com,H,0,2,2,0,4,desktop,Windows,0
1063455,7877319,366.7989078277486,2882,amex,credit,572,26,53.05236088226588,43.356683715778175,iCloud.com,C,3,1,1,0,0,mobile,iOS,0
1053967,7586219,69.06519000078929,2719,discover,credit,467,93,37.21233330448908,50.87525582783571,aol.com,S,1,1,4,1,0,mobile,MacOS,0
1044434,613794,12.251870498637395,3861,amex,credit,430,12,102.37221890236007,83.8876165156323,aol.com,H,3,1,4,1,0,desktop,Windows,0
1067878,12059796,7.072399230493439,5538,amex,credit,168,29,20.87779387145387,10.317442839131845,msn.com,C,0,1,0,1,5,desktop,Windows,0
1003177,14467284,412.2679153203577,7534,discover,credit,356,45,3.2285904641803675,10.90169050299127,outlook.com,R,2,0,2,1,3,desktop,iOS,0
1033871,181516,507.849910282698,7003,discover,debit,371,81,27.174475639588984,21.273181180821858,protonmail.com,H,3,2,4,1,5,desktop,Windows,0
1093266,1246082,17.390852636296565,7084,visa,credit,565,64,120.28682727733762,107.31119012426201,outlook.com,W,3,2,4,0,5,desktop,Windows,0
1018582,5181518,37.77270837566832,4624,amex,credit,335,61,84.44566011401469,105.50825093862852,yahoo.com,C,0,0,4,1,3,mobile,MacOS,0
1071594,11665271,369.6034846425781,7603,discover,debit,186,85,11.817161236402406,3.185907646588868,iCloud.com,R,0,1,4,0,0,desktop,Windows,0
1021858,12893408,40.213101466687895,7438,discover,debit,251,93,180.69341545071848,216.75754009872088,msn.com,C,1,2,4,1,1,mobile,Windows,0
1035649,4876510,51.938967321217525,5683,visa,debit,296,36,56.44815352320772,58.94905633462742,aol.com,H,2,0,3,0,4,mobile,Windows,0
1047785,1227666,97.20288253268981,5853,visa,debit,445,90,17.91019767575373,2.187362873461133,msn.com,R,1,2,1,0,1,desktop,iOS,0
1018430,529456,40.91842163271903,6441,visa,credit,583,60,22.855105933660443,29.62555365031095,hotmail.com,C,0,2,2,3,1,tablet,iOS,0
1031097,4158058,143.2133516794626,3749,discover,credit,297,95,86.81928508799781,57.4957024777827,hotmail.com,W,1,2,1,2,0,desktop,Windows,0
1016026,5412221,36.780030554225654,1018,discover,credit,175,74,42.486217780235144,49.90049168544087,protonmail.com,W,3,1,2,0,5,mobile,Android,0
1074823,1246655,105.5764315874816,6771,amex,credit,253,27,16.57125724315071,14.073660705635584,iCloud.com,W,1,2,1,2,0,desktop,MacOS,0
1071447,11738806,34.72368049154702,4655,discover,debit,517,81,34.470088204969834,36.826880154923415,msn.com,C,4,1,4,0,5,desktop,MacOS,0
1047516,10488342,90.8641909350348,9023,mastercard,debit,598,98,27.23475489399418,5.892711908746236,msn.com,H,0,1,4,0,4,desktop,Linux,0
1030148,4084721,5.332939780700848,9768,mastercard,credit,381,90,113.27258879868378,127.00439833447929,iCloud.com,C,0,0,1,1,1,tablet,Android,0
1014794,13715714,153.2485966834408,1973,mastercard,debit,181,96,11.021391644466123,4.612765744954864,aol.com,W,3,1,2,1,4,tablet,Android,0
1058054,1221840,11.423168683246008,1113,discover,credit,103,28,20.190554916847997,24.388743505966925,iCloud.com,W,1,2,4,0,2,desktop,MacOS,0
1082627,14780517,20.764766374454965,5206,mastercard,credit,111,32,46.260518570987394,56.07942933890094,iCloud.com,C,3,0,1,0,0,desktop,Windows,0
1085368,2087507,16.40245330439719,4570,discover,debit,575,48,159.33661900543262,133.74740855908763,aol.com,C,1,2,3,1,4,desktop,Android,0
1085037,7863262,95.19116693789668,8622,amex,debit,513,58,206.35855543024428,203.81533750440624,hotmail.com,W,3,0,0,3,1,mobile,Windows,0
1078756,6877606,56.42026380316534,7773,amex,debit,101,30,28.339204042183635,29.920437302460595,protonmail.com,C,3,1,3,2,2,desktop,Windows,0
1097592,40726,353.3592373243731,1851,discover,credit,150,67,736.3340742945418,867.2743357807726,sharklasers.com,H,5,9,0,2,1,tablet,Android,1
1063357,614706,447.64739216561384,3042,visa,credit,294,76,15.63794029848436,7.050265250825543,iCloud.com,H,3,1,3,1,2,desktop,Android,0
1073262,1072424,19.08805303474162,5483,discover,credit,508,51,110.87184676286901,110.78125547526943,yahoo.com,C,3,1,2,0,4,mobile,Windows,0
1002281,3595972,57.0726288161589,3113,visa,credit,252,30,39.577665006871,58.16272297366408,gmail.com,W,2,1,1,0,0,desktop,MacOS,0
1058897,4760654,16.82425938319132,1446,amex,credit,444,97,22.485333062910833,32.858831445304716,yahoo.com,C,0,2,3,0,4,desktop,MacOS,0
1025951,3745709,261.77285717451275,5066,visa,debit,108,84,43.71681807836048,47.336361633841705,msn.com,S,1,2,1,3,4,desktop,iOS,0
1080131,8755999,32.077726605147916,8806,discover,credit,212,53,26.950860303805257,23.32512464662004,msn.com,C,4,2,0,1,5,desktop,MacOS,0
1021467,2319277,20.883730185754477,7306,mastercard,credit,429,98,92.77629983829951,80.13902499055445,outlook.com,H,3,1,0,3,0,mobile,MacOS,0
1062965,953381,123.61591262274422,9951,mastercard,credit,547,42,1.482716187346276,6.083634286261205,yahoo.com,C,0,2,3,3,4,desktop,Android,0
1067001,660083,37.589522462012276,8424,amex,credit,309,45,86.39246372436521,95.39490442749216,outlook.com,C,3,2,4,3,3,mobile,Android,0
1059085,5610038,48.848499565366176,7583,amex,debit,225,35,28.916913303952406,19.936316419581154,aol.com,S,0,2,1,1,4,desktop,MacOS,0
1073126,2492619,13.534045948605344,8250,mastercard,credit,528,75,41.0029387205441,29.257094774809786,gmail.com,W,3,1,4,3,4,desktop,Android,0
1048324,2062859,65.82226217428216,6228,mastercard,debit,369,20,73.48659895065943,60.255973318654746,msn.com,W,3,1,0,3,2,mobile,Android,0
1014722,12205252,79.8929422445907,3948,discover,credit,452,24,149.49939260911898,137.84516734284355,yahoo.com,R,4,1,4,0,5,desktop,Android,0
1064092,13813259,13.579901893118398,1831,discover,debit,576,61,9.623409735423607,2.844806573452722,outlook.com,R,0,1,2,1,3,desktop,Windows,0
1087863,14441445,16.352394375119825,4154,visa,debit,205,87,30.819481297462463,22.32610193299562,iCloud.com,W,2,0,1,1,1,desktop,Windows,0
1008352,10805950,8.403858639543197,4231,discover,credit,481,82,7.750911708643929,3.8024296464529304,gmail.com,H,4,1,4,3,5,desktop,Windows,0
1084618,14146907,16.570288362450817,1124,mastercard,credit,425,91,34.908828092459615,53.11296064196857,hotmail.com,C,3,2,2,1,3,mobile,Linux,0
1001867,3756335,9.349648134643324,9429,discover,credit,523,22,72.7935065463784,60.85187051591125,msn.com,W,2,0,0,2,5,mobile,Android,0
1013445,6143880,43.19898000420138,7609,visa,credit,294,75,255.66413181593006,199.2102026309844,aol.com,R,3,1,1,2,0,desktop,Android,0
1049488,6256606,41.33686517417147,1227,visa,credit,130,84,148.45582809578502,165.11152214326785,yahoo.com,W,4,1,0,2,4,tablet,Windows,0
1069583,14322802,24.5295666565766,1191,visa,credit,456,12,17.835463578940132,2.533551616182013,gmail.com,W,4,2,3,1,4,desktop,Windows,0
1025820,14124648,167.4981766924534,2447,mastercard,debit,257,30,53.98312237026895,59.1776784771925,aol.com,C,3,0,3,0,0,desktop,Windows,0
1039934,10227909,32.59723288984826,6831,mastercard,credit,355,59,68.68642546527674,84.04057904810709,gmail.com,S,2,0,4,2,4,tablet,Windows,0
1006300,14121542,36.881972869792236,2487,discover,debit,520,49,22.85070828188132,30.63465575680023,outlook.com,C,4,0,0,1,2,desktop,MacOS,0
1045292,15179672,35.28853684611479,3526,mastercard,credit,381,58,9.308665371543533,8.012340922937211,iCloud.com,W,4,0,1,1,3,tablet,Windows,0
1011229,4463218,43.448984122729115,7081,visa,credit,131,87,57.09902385724893,68.07486131262253,gmail.com,C,1,2,4,0,5,desktop,Android,0
1062448,13398197,54.23944164127735,9811,amex,credit,569,58,16.427042746584018,14.165443238211342,gmail.com,C,2,1,2,2,1,mobile,MacOS,0
1025268,1868096,19.250431559516297,4733,discover,debit,473,18,61.62037189341858,70.0240200324155,msn.com,W,1,2,1,2,0,mobile,Windows,0
1045229,6837191,659.0888994423871,1362,discover,debit,243,57,130.12714075285436,97.7402152401321,yahoo.com,R,4,1,0,3,2,mobile,iOS,0
1082689,8080506,72.67157368707042,4857,mastercard,credit,524,79,11.199825777904278,12.496272193210798,hotmail.com,R,2,0,4,1,5,desktop,Windows,0
1043701,15037418,8.109158241090428,3889,visa,debit,106,82,43.093702519641326,30.17866884924101,gmail.com,S,0,0,3,3,0,desktop,Windows,0
1013227,4424901,222.70104631185023,5185,visa,credit,347,11,101.85949619460904,107.57425794673495,gmail.com,C,2,2,3,2,2,desktop,MacOS,0
1048139,5370031,24.403214153206765,6801,mastercard,credit,198,35,10.590986244572909,11.63106083880447,outlook.com,R,0,0,3,3,2,mobile,Windows,0
1025601,4847955,47.157029648464174,5705,discover,credit,127,89,2.1987083530408156,5.9589547185522544,iCloud.com,C,0,1,4,2,3,mobile,Windows,0
1085044,4442344,302.9432880057355,9979,visa,credit,533,57,141.16110903104897,121.20001111209845,hotmail.com,W,3,2,0,0,3,desktop,iOS,0
1008268,12613061,8.65727929779325,5512,amex,debit,235,20,118.66087857790237,96.72593345824993,msn.com,S,0,1,1,0,5,tablet,iOS,0
1091974,11954633,18.09167256037155,7242,discover,credit,182,28,206.6627143693727,238.47078605174784,gmail.com,W,3,0,0,2,5,tablet,Windows,0
1079548,7021436,25.451167016264986,5977,amex,credit,134,52,143.67916669062214,123.32941359768452,iCloud.com,C,4,2,2,1,4,mobile,Windows,0
1025678,11753436,301.79029419446323,7795,discover,debit,273,13,24.5210063170599,40.89198628395112,hotmail.com,S,3,0,2,1,5,desktop,Windows,0
1064758,6669717,8.41910106564071,5139,discover,debit,212,30,32.74472231281724,41.996833158936596,gmail.com,W,4,0,4,1,0,desktop,Windows,0
1010781,8535390,41.75605354689204,5145,visa,credit,111,55,57.46314588884229,58.41569558611448,hotmail.com,S,4,0,0,0,5,desktop,MacOS,0
1052959,6782191,102.83173272755467,5607,mastercard,credit,290,72,26.63634131207202,22.703489364421973,outlook.com,C,3,1,4,2,2,mobile,Windows,0
1014676,4114860,10.798502135806649,2146,visa,debit,263,93,48.83587821032885,55.828433464076824,protonmail.com,C,2,2,0,1,4,desktop,Android,0
1000517,14448242,326.6538960620798,5312,discover,credit,479,51,71.20264469702,54.05489227064476,hotmail.com,W,1,1,0,3,2,mobile,Android,0
1054947,350679,48.18807940448808,6088,amex,credit,353,33,165.92974635552153,141.8785232323229,yahoo.com,H,2,2,0,1,2,desktop,Windows,0
1095723,133947,101.75062105852629,8405,mastercard,credit,567,10,98.98422300994069,87.27548386796225,gmail.com,C,4,0,1,1,1,tablet,Windows,0
1048179,6999895,172.99459305082806,1799,discover,credit,146,83,37.27461082896554,26.51220064077013,outlook.com,H,4,0,4,2,5,mobile,MacOS,0
1082834,8453186,6.704797614737278,9327,amex,debit,191,46,163.12110502056112,171.63749122272984,outlook.com,S,3,2,2,1,3,mobile,Windows,0
1088556,6859777,1.296397396870965,3363,visa,debit,255,65,32.80966823763989,29.25802418121373,msn.com,H,2,2,1,3,2,desktop,Windows,0
1039814,3566753,3.8047161634534707,8098,mastercard,debit,470,78,67.87396263747132,63.07418850996062,gmail.com,H,3,2,3,2,3,mobile,Windows,0
1026542,15132955,79.32379800987323,1650,visa,credit,546,54,48.285009047824886,35.281371536910434,protonmail.com,W,2,1,3,2,4,mobile,iOS,0
1012793,6277265,15.494853226125322,9215,amex,debit,373,86,55.80059862568818,62.11514966791455,protonmail.com,S,2,2,1,2,4,desktop,Windows,0
1078354,8957203,93.98306206237156,2059,visa,credit,165,89,22.468913789143567,9.559424932375487,hotmail.com,C,2,0,3,3,4,mobile,MacOS,0
1073536,13853771,78.05292961614627,5870,mastercard,credit,444,84,108.44725000239117,92.4310973466342,aol.com,S,4,1,1,1,4,mobile,Windows,0
1031678,918662,46.34198957260691,9156,mastercard,credit,520,42,55.82691607985409,65.08232402665871,gmail.com,W,0,2,3,1,0,desktop,Linux,0
1033761,8984327,16.946003405758397,9272,visa,credit,373,77,51.64289703620793,70.34197354214318,hotmail.com,C,2,1,3,3,3,mobile,Windows,0
1037944,14233437,10.928285238679745,3305,mastercard,debit,504,76,190.5061847803607,182.85061828472948,hotmail.com,C,0,2,2,0,5,mobile,iOS,0
1034873,7328864,22.487388345301458,1436,discover,debit,164,53,31.738991417894525,30.226149679614796,gmail.com,H,4,0,2,1,0,mobile,Linux,0
1068762,14304683,51.51741870146945,2800,mastercard,debit,463,79,90.41753327890297,115.29704765056192,gmail.com,C,2,2,2,0,5,desktop,MacOS,0
1019999,13980895,72.10606289026502,2845,mastercard,debit,342,23,7.251452852216188,11.109773148961516,protonmail.com,S,4,2,0,1,1,desktop,Windows,0
1075821,7475555,41.79236783389244,2690,mastercard,credit,378,97,37.675445398700205,27.900188841143702,gmail.com,W,3,1,1,3,3,desktop,MacOS,0
1007692,5263226,7.7310168773629275,3158,visa,credit,187,20,20.61201717895415,12.675340460460434,hotmail.com,W,2,2,0,2,1,desktop,Windows,0
1078371,8770763,39.91710920661359,7857,visa,credit,536,28,45.18615132626236,39.985878866635254,gmail.com,S,2,0,0,0,1,desktop,Windows,0
1057276,3306677,15.520257999051578,1407,discover,debit,100,20,33.67818379941533,45.744665676601905,gmail.com,S,2,2,2,1,2,desktop,Linux,0
1064761,3397030,2387.2576248324563,7483,discover,credit,527,45,66.44523402904753,46.902653501318234,msn.com,S,0,2,1,2,4,mobile,Windows,0
1020802,13129594,95.02717877538035,8926,mastercard,debit,486,28,10.703639668229927,34.27007716494114,msn.com,C,0,1,2,2,2,mobile,Windows,0
1019906,12668625,1040.750524632106,2368,amex,credit,566,76,91.98457920030329,107.51247609996479,msn.com,R,3,0,4,1,4,tablet,Windows,0
1037582,11270,8.652697714398089,8901,mastercard,debit,500,92,107.94155380031611,122.5137646923556,hotmail.com,W,2,1,2,2,0,desktop,Android,0
1057441,9335120,51.463712155366174,4898,mastercard,debit,539,52,1.7911739835833427,0.48345526939615,aol.com,W,3,0,2,3,4,mobile,Windows,0
1004540,777288,75.33487736204859,7010,visa,debit,497,11,96.18770874882175,99.3891494919005,hotmail.com,W,3,1,4,0,1,mobile,Windows,0
1080784,4997490,13.232619512692958,3379,visa,credit,132,90,31.030742434524644,34.19709131716573,outlook.com,R,1,2,2,2,3,desktop,iOS,0
1005189,12474933,44.85930626741924,5897,amex,debit,215,78,87.31751837819836,91.9096092236096,outlook.com,W,3,1,2,3,0,desktop,Windows,0
1004717,14410191,43.57690234543959,7396,visa,credit,287,68,14.57525930582747,31.698512431438466,msn.com,W,4,0,2,1,3,desktop,Windows,0
1031879,3061025,15.735845523242158,2698,amex,credit,440,49,103.44635638130464,94.0005885879999,aol.com,W,0,1,0,1,2,tablet,iOS,0
1050129,12303339,40.22578320386734,9891,visa,credit,522,30,24.18229046156916,45.17819483868376,iCloud.com,C,4,0,1,0,2,mobile,iOS,0
1078846,14865740,106.59455889589081,7275,discover,debit,248,56,28.966662654608054,35.990852912893246,hotmail.com,W,3,1,1,1,1,desktop,Windows,0
1024725,12230500,119.38572147559763,1549,discover,debit,244,79,91.03466869159136,93.83954741636839,gmail.com,S,1,0,4,2,5,desktop,iOS,0
1091955,13753833,47.91493656017996,5479,amex,credit,379,23,151.48775628461934,166.83462699707457,hotmail.com,H,3,1,4,1,1,mobile,Windows,0
1091808,6010228,34.79411377535244,2341,visa,credit,297,30,4.915503351927562,10.517527855183506,outlook.com,C,1,1,1,1,3,tablet,Windows,0
1038153,12250561,18.98343819276832,1250,discover,debit,181,45,55.22098658590768,47.232669504888854,msn.com,C,1,0,1,1,3,mobile,iOS,0
1040526,1591461,675.849839590314,1565,discover,debit,193,86,65.35808733847774,61.72883350406194,msn.com,C,4,1,4,1,1,mobile,Android,0
1095325,7536295,142.74334438861487,9692,visa,debit,257,45,7.19066563027833,27.054648321063418,hotmail.com,H,0,0,4,1,5,desktop,MacOS,0
1071565,428335,135.5564534715862,6849,visa,credit,501,90,1.1557241948364585,12.579497482859372,hotmail.com,H,2,0,0,0,2,desktop,Windows,0
1051351,11288863,38.57103382063742,7701,visa,debit,509,41,113.75748592896224,124.79423695307835,msn.com,W,1,0,3,1,3,desktop,Windows,0
1003500,12307687,515.7071317738388,9758,amex,debit,388,89,9.276759215775416,9.325861229033272,iCloud.com,H,1,0,4,2,2,desktop,Windows,0
1064225,986946,441.3712962029489,2073,discover,debit,182,83,51.38968225408295,57.4044009952123,iCloud.com,H,0,2,1,3,2,desktop,Windows,0
1032408,7254270,34.911960571113575,3186,amex,credit,326,75,45.560418728597426,50.48684906843885,yahoo.com,S,2,1,3,1,2,desktop,iOS,0
1060865,14135120,26.129304705938175,1952,discover,credit,570,31,15.398408414159364,17.229446168690032,msn.com,W,0,2,4,2,3,desktop,MacOS,0
1042398,15088610,40.61027463009999,4800,mastercard,debit,443,95,91.60641710150765,91.90671285831446,outlook.com,H,1,2,4,2,3,mobile,Android,0
1058312,7797989,131.52100214091294,2103,amex,debit,353,35,89.89578557606471,109.66412693361589,aol.com,S,1,1,1,0,2,desktop,MacOS,0
1057647,14567634,69.76264014651055,6490,amex,debit,410,77,48.42358168710448,66.23973471092896,outlook.com,W,2,2,2,1,1,mobile,Windows,0
1053568,13369988,133.93818229392232,9437,discover,credit,500,97,28.389045573005657,28.402177480914503,gmail.com,C,0,2,3,0,3,mobile,Windows,0
1044054,10074805,30.556671200913435,6749,mastercard,debit,522,57,9.988743141536874,11.167534651952012,msn.com,R,3,2,0,0,5,mobile,MacOS,0
1074771,8504610,32.45449554892454,9295,mastercard,credit,225,82,16.040933375417474,43.800529343687984,protonmail.com,W,0,0,4,3,0,mobile,iOS,0
1068805,14541722,56.97652660995313,8609,discover,credit,151,42,3.312076659001486,5.999294076658677,protonmail.com,R,2,1,0,1,5,desktop,Android,0
1055228,14260068,98.98215032026434,5845,discover,credit,196,46,82.15764828332007,80.64409162906945,iCloud.com,C,2,1,0,0,0,desktop,iOS,0
1090273,3551442,3.728411061293,6687,visa,credit,282,17,82.12086398464832,90.67847720004013,protonmail.com,C,1,0,3,3,2,mobile,Windows,0
1009640,6360157,29.81789059086018,7413,discover,debit,195,27,7.811782267762971,20.806146923998526,outlook.com,R,3,0,1,1,1,tablet,MacOS,0
1030222,42372,20.465645707674284,8559,visa,debit,585,56,25.633234002396442,13.921338115046268,aol.com,S,0,2,0,2,0,tablet,Android,0
1037530,8464871,16.762996514902767,8101,visa,credit,450,61,28.97206437172762,19.950329924955152,outlook.com,R,1,2,0,0,3,desktop,iOS,0
1038049,8773920,10.469463327377394,8555,visa,credit,458,23,177.51331116460312,218.77765278945952,hotmail.com,C,1,2,0,0,5,desktop,Windows,0
1035830,1777420,47.04326326174798,4155,amex,credit,469,79,51.13206234961455,39.21278361886104,gmail.com,H,0,0,4,3,3,mobile,iOS,0
1078625,12457973,601.9473325269179,7952,visa,credit,193,87,0.8041529432863952,6.796889816630315,gmail.com,W,0,0,4,2,3,mobile,Windows,0
1047624,14099503,189.55323271346862,9637,amex,debit,241,85,60.44058160619815,43.43320887822359,protonmail.com,H,3,0,4,1,1,desktop,Windows,0
1007252,14289803,241.77148600118676,5543,mastercard,credit,523,78,31.68076988366277,44.52347764046976,yahoo.com,R,1,1,0,0,5,desktop,Windows,0
1002548,6620559,29.399356191151536,1726,amex,credit,223,78,34.77505081536395,39.98585448403944,hotmail.com,R,1,2,2,0,3,desktop,Android,0
1055729,4820602,69.96278909359036,9109,discover,debit,259,51,45.95486791287235,39.454054334612906,gmail.com,H,0,1,1,0,5,desktop,MacOS,0
1072349,10335402,249.34621132275896,4662,discover,debit,503,58,1.018698985690403,2.9638427118273576,protonmail.com,C,1,1,4,3,2,mobile,MacOS,0
1032031,13488465,27.34414569134587,7540,discover,credit,477,54,9.22291261034356,0.9281079328730932,protonmail.com,C,1,2,0,0,0,mobile,MacOS,0
1013606,5713560,417.83511406479687,2130,visa,credit,296,20,6.055929330220327,0.024671928967885393,protonmail.com,R,4,1,2,1,0,desktop,MacOS,0
1049940,14770933,203.25768813152237,2852,visa,debit,408,99,54.738676307108705,68.06931487309357,hotmail.com,H,4,2,3,0,1,tablet,Linux,0
1014978,6233193,5.281477316674874,4805,discover,debit,377,36,4.866950542759616,2.686416568232594,gmail.com,S,0,0,4,2,1,desktop,MacOS,0
1078789,2319796,37.3396267146582,8661,visa,debit,507,44,4.8959567582062835,12.847663060204585,iCloud.com,W,4,2,3,1,2,mobile,MacOS,0
1072080,5621403,49.53712630247074,4325,discover,debit,136,23,14.170747134330675,13.264992629304057,hotmail.com,H,0,2,2,1,3,desktop,Windows,0
1047601,7349256,122.66225492180914,7212,amex,credit,527,69,40.27850410034844,58.021355407013935,protonmail.com,W,3,0,1,1,0,mobile,MacOS,0
1037191,5710828,53.84719461530683,4250,visa,credit,219,89,32.272166998939404,37.41705357955452,yahoo.com,H,1,2,0,3,2,desktop,iOS,0
1011242,2599063,160.61825329093222,4299,visa,credit,113,81,76.37718689531562,57.521667012128006,yahoo.com,R,0,1,4,0,0,desktop,iOS,0
1017900,8748480,15.212704077583705,7066,visa,debit,248,67,5.0501813965474485,4.147030709884043,iCloud.com,W,0,1,1,3,4,desktop,MacOS,0
1052622,13467386,95.14433963010762,4546,amex,credit,256,61,5.203169918565349,3.6219247218765283,msn.com,H,1,2,3,2,5,mobile,Windows,0
1076184,2439651,123.82363452096126,6002,mastercard,debit,224,74,124.21568473218771,125.87265662001127,iCloud.com,W,4,1,1,0,4,desktop,Windows,0
1032657,3164840,65.05507598057217,8718,amex,credit,547,13,42.732847412748434,41.2384692243487,hotmail.com,W,1,0,0,2,1,tablet,MacOS,0
1027415,13746249,290.2000193618761,4480,discover,credit,139,85,44.312177103576246,57.35999879640556,outlook.com,C,1,0,1,2,2,desktop,MacOS,0
1025639,5209179,11.699388227464933,1380,mastercard,credit,527,88,90.05939164704283,85.70519124486533,gmail.com,C,3,2,4,3,2,desktop,Android,0
1048329,5054989,58.534277307861736,6010,visa,credit,300,72,111.39493062596435,122.00083051756604,msn.com,H,4,0,4,1,0,mobile,Windows,0
1077666,4145771,45.73847495262701,2739,mastercard,debit,229,86,20.722094520288106,5.611660099634214,protonmail.com,R,2,1,4,3,2,desktop,iOS,0
1011176,8610589,60.612309316737154,2485,amex,debit,182,59,12.492115347422207,4.537027629513163,protonmail.com,C,3,1,4,1,4,desktop,MacOS,0
1086183,9203309,26.312353763654464,3738,mastercard,credit,592,25,5.777630785811693,3.4800762042003597,gmail.com,W,4,1,3,0,2,mobile,Windows,0
1016761,12430251,186.54245080211012,4314,mastercard,debit,368,28,25.034102159936435,26.61038610085406,protonmail.com,C,2,1,2,0,4,desktop,MacOS,0
1047442,12455709,493.9971247363719,8967,mastercard,credit,399,17,126.63877226862135,139.04258873017653,gmail.com,S,0,1,4,1,5,desktop,Android,0
1021682,15142498,1602.2123027258995,5624,mastercard,debit,461,20,46.10578536972118,40.54857572764095,yahoo.com,C,2,0,0,1,2,desktop,Linux,0
1071025,12812191,116.86312453383444,6341,discover,credit,534,16,76.74959891939373,77.32560349629749,aol.com,R,1,2,2,0,0,desktop,iOS,0
1094779,12425937,53.68497144072597,6515,mastercard,debit,344,77,10.746258377359732,23.466424540258817,msn.com,W,4,1,4,2,1,desktop,iOS,0
1083505,7816730,93.76044369860288,2773,visa,credit,237,88,11.785988016640962,12.825933680793005,yahoo.com,W,1,1,2,0,4,mobile,Windows,0
1010328,10629994,90.58015173808823,8380,amex,credit,587,88,46.094252263969246,37.2926544881302,outlook.com,S,3,0,3,2,3,mobile,iOS,0
1026690,15282111,313.90492592024356,5268,mastercard,credit,353,51,66.6274163453598,65.3443127790492,iCloud.com,C,2,2,4,2,0,desktop,iOS,0
1061226,10181248,18.897016497740207,5904,visa,debit,245,58,7.1813921633574305,2.6829457822730154,gmail.com,H,0,1,2,0,5,desktop,MacOS,0
1004583,11318817,32.05006430628912,8371,visa,credit,405,67,7.568654014572422,3.39929931984501,hotmail.com,H,4,2,0,3,1,desktop,MacOS,0
1092480,10526401,146.2459993271451,9513,visa,debit,523,70,61.413223790759766,50.67084923047268,iCloud.com,W,0,1,4,3,1,desktop,Linux,0
1048208,5526007,186.14847908181682,2753,visa,credit,136,21,19.709801024444744,19.375304786104607,iCloud.com,C,2,2,3,1,1,desktop,Windows,0
1080386,4255637,78.18436965597189,4051,amex,credit,158,19,0.4587827440500642,4.545454236932873,iCloud.com,C,1,0,1,3,3,mobile,MacOS,0
1084755,2261992,103.84739119083703,5908,amex,debit,280,93,18.065771719957596,5.094091222926702,protonmail.com,S,2,1,4,3,1,mobile,Windows,0
1043153,15336224,97.09874703528665,3703,mastercard,credit,589,75,37.21341579324845,42.52579367311701,hotmail.com,W,2,0,2,2,1,desktop,Windows,0
1050608,1349336,287.06941212592477,1838,amex,debit,245,33,113.01094216920117,110.55070286292927,aol.com,C,3,2,1,0,2,mobile,Android,0
1060538,11032217,118.72132249731904,1839,visa,credit,157,60,75.55680123792034,60.239271148277446,aol.com,C,2,1,4,2,4,mobile,MacOS,0
1052572,11893418,109.18574381826421,5875,visa,credit,276,95,54.22646170528461,55.661580253771504,aol.com,W,2,1,1,0,0,mobile,Windows,0
1008803,11514042,92.6065751638992,8416,mastercard,credit,259,21,55.47568117975378,37.9157318616033,aol.com,W,4,1,4,1,2,desktop,MacOS,0
1059584,1067145,93.3297967507337,5081,mastercard,debit,497,97,51.57448230719793,53.131217829775615,hotmail.com,C,1,1,1,2,4,desktop,iOS,0
1091928,1540317,22.985772064091297,4798,mastercard,debit,506,52,32.748002338808334,33.714011695428226,protonmail.com,R,2,2,1,0,0,tablet,MacOS,0
1030809,6499405,133.72161566529863,4318,amex,credit,278,55,9.849345950707217,22.658903642965456,yahoo.com,C,1,2,3,2,2,tablet,Linux,0
1025682,5131169,38.57006720227659,8241,amex,debit,376,51,89.73803969647726,78.53477828521382,protonmail.com,S,4,1,2,1,0,desktop,iOS,0
1030288,11372853,43.06918102523935,3367,discover,credit,434,94,132.3986334027449,107.70553747284933,protonmail.com,C,1,2,1,3,2,mobile,Windows,0
1042494,4108917,12.986726675155996,5985,discover,debit,473,21,22.95107499180548,4.040155672018649,protonmail.com,W,0,2,0,1,5,mobile,Windows,0
1060934,5993418,40.81549826987145,3105,mastercard,debit,195,98,39.97686297348327,41.69960670677636,iCloud.com,W,1,1,3,2,0,tablet,Windows,0
1098435,962103,479.7319112786412,8720,discover,credit,575,85,64.99828106997478,79.20934424319925,tempmail.com,W,9,6,0,0,5,desktop,iOS,1
1071995,11145568,202.66316294235025,1620,discover,credit,386,21,28.07502459763557,31.191364086779746,yahoo.com,S,4,2,1,2,5,mobile,Windows,0
1046049,8598663,19.665967153178908,2336,amex,credit,263,39,13.112553361462922,17.433830997648887,yahoo.com,C,0,1,3,3,3,mobile,MacOS,0
1033683,3808587,373.27979850934804,1802,amex,credit,112,93,7.298214390500054,19.38297563964656,aol.com,C,2,1,3,2,5,desktop,Windows,0
